排名,国家/地区,GDP总量(人民币核算),所属洲,年份
排名第45,爱尔兰,￥5777.72286亿元,欧洲国家,1995
排名第46,阿闻酋,￥5314.32587亿元,亚洲国家,1995
排名第47,埃及,￥5282.8426亿元,非洲国家,1995
排名第48,新西兰,￥5195.32412亿元,大洋州国家,1995
排名第49,捷克,￥4990.30707亿元,欧洲国家,1995
排名第50,秘鲁,￥4354.12789亿元,美洲国家,1995
排名第51,匈牙利,￥3866.59651亿元,欧洲国家,1995
排名第52,孟加拉国,￥3834.86271亿元,亚洲国家,1995
排名第53,波多黎各,￥3561.45097亿元,美洲,1995
排名第54,阿尔及利亚,￥3512.93166亿元,非洲国家,1995
排名第55,摩洛哥,￥3259.31179亿元,非洲国家,1995
排名第56,乌克兰,￥3196.34525亿元,欧洲国家,1995
排名第57,利比亚,￥2729.9419亿元,非洲国家,1995
排名第58,科威特,￥2270.55339亿元,亚洲国家,1995
排名第59,厄瓜多尔,￥1918.05768亿元,美洲国家,1995
排名第60,克罗地亚,￥1869.62188亿元,欧洲国家,1995
排名第61,乌拉圭,￥1779.76512亿元,美洲国家,1995
排名第62,斯洛文尼亚,￥1779.09704亿元,欧洲国家,1995
排名第63,越南,￥1736.84098亿元,亚洲国家,1995
排名第64,卢森堡,￥1725.23309亿元,欧洲国家,1995
排名第65,斯洛伐克,￥1666.10801亿元,欧洲国家,1995
排名第66,突尼斯,￥1641.30554亿元,非洲国家,1995
排名第67,多米尼加共和国,￥1389.35587亿元,,1995
排名第68,哈萨克斯坦,￥1385.76494亿元,亚洲国家,1995
排名第69,叙利亚,￥1382.59156亿元,亚洲国家,1995
排名第70,斯里兰卡,￥1222.16885亿元,亚洲国家,1995
排名第71,阿曼,￥1152.68853亿元,亚洲国家,1995
排名第72,危地马拉,￥1111.85214亿元,美洲国家,1995
排名第73,也门,￥1068.59396亿元,亚洲国家,1995
排名第74,保加利亚,￥1049.21964亿元,欧洲国家,1995
排名第75,肯尼亚,￥997.44344亿元,非洲国家,1995
排名第76,黎巴嫩,￥928.54769亿元,亚洲国家,1995
排名第77,科特迪瓦,￥919.19457亿元,非洲国家,1995
排名第78,加纳,￥878.27467亿元,非洲国家,1995
排名第79,白俄罗斯,￥850.04829亿元,欧洲国家,1995
排名第80,乌兹别克斯坦,￥849.12968亿元,亚洲国家,1995
排名第81,塞浦路斯,￥829.83887亿元,亚洲国家,1995
排名第82,萨尔瓦多,￥793.42851亿元,美洲国家,1995
排名第83,巴拉圭,￥756.76762亿元,美洲国家,1995
排名第84,喀麦隆,￥729.29283亿元,非洲国家,1995
排名第85,埃塞俄比亚,￥704.07281亿元,非洲国家,1995
排名第86,巴拿马,￥699.8138亿元,美洲国家,1995
排名第87,卡塔尔,￥679.60438亿元,亚洲国家,1995
排名第88,苏丹,￥608.62088亿元,非洲国家,1995
排名第89,巴布亚新几内亚,￥607.36823亿元,大洋州国家,1995
排名第90,冰岛,￥599.10074亿元,欧洲国家,1995
排名第91,津巴布韦,￥597.26352亿元,非洲国家,1995
排名第92,巴林,￥566.78237亿元,亚洲国家,1995
排名第93,玻利维亚,￥559.68402亿元,美洲国家,1995
排名第94,立陶宛,￥559.34998亿元,欧洲国家,1995
排名第95,约旦,￥555.3415亿元,亚洲国家,1995
排名第96,牙买加,￥546.40593亿元,美洲国家,1995
排名第97,土库曼斯坦,￥490.53774亿元,亚洲国家,1995
排名第98,乌干达,￥481.0176亿元,非洲国家,1995
排名第99,安哥拉,￥462.56189亿元,非洲国家,1995
排名第100,洪都拉斯,￥452.20665亿元,美洲国家,1995
排名第101,拉脱维亚,￥451.7891亿元,欧洲国家,1995
排名第102,特立尼达和多巴哥,￥445.02479亿元,美洲国家,1995
排名第103,加蓬,￥441.01631亿元,非洲国家,1995
排名第104,文莱,￥438.84505亿元,亚洲国家,1995
排名第105,几内亚,￥429.15789亿元,非洲国家,1995
排名第106,塞内加尔,￥407.44529亿元,非洲国家,1995
排名第107,博茨瓦纳,￥395.16932亿元,非洲国家,1995
排名第108,尼泊尔,￥393.83316亿元,亚洲国家,1995
排名第109,马斯顿,￥391.41137亿元,欧洲,1995
排名第110,巴哈马,￥369.86579亿元,美洲国家,1995
排名第111,坦桑尼亚,￥355.00101亿元,非洲国家,1995
排名第112,毛里求斯,￥350.32445亿元,非洲国家,1995
排名第113,尼加拉瓜,￥345.7314亿元,美洲国家,1995
排名第114,赞比亚,￥317.25449亿元,非洲国家,1995
排名第115,爱沙尼亚,￥317.08747亿元,欧洲国家,1995
排名第116,老挝,￥298.88229亿元,亚洲国家,1995
排名第117,纳米比亚,￥292.53553亿元,非洲国家,1995
排名第118,柬埔寨,￥287.35791亿元,亚洲国家,1995
排名第119,马耳他,￥281.17817亿元,欧洲国家,1995
排名第120,马里,￥278.67287亿元,非洲国家,1995
排名第121,马达加斯加,￥263.8916亿元,非洲国家,1995
排名第122,阿尔巴尼亚,￥240.67582亿元,欧洲国家,1995
排名第123,海地,￥234.91363亿元,美洲国家,1995
排名第124,莫桑比克,￥210.77924亿元,非洲国家,1995
排名第125,马拉维,￥202.34473亿元,非洲国家,1995
排名第126,阿塞拜疆,￥201.84367亿元,亚洲国家,1995
排名第127,布基纳法索,￥198.7538亿元,非洲国家,1995
排名第128,巴巴多斯,￥189.98525亿元,美洲国家,1995
排名第129,贝宁,￥181.13319亿元,非洲国家,1995
排名第130,刚果,￥176.70716亿元,非洲国家,1995
排名第131,斐济,￥164.5147亿元,大洋州国家,1995
排名第132,斯威士兰,￥162.92801亿元,非洲国家,1995
排名第133,格鲁吉亚,￥159.25357亿元,亚洲国家,1995
排名第134,尼日尔,￥146.64356亿元,非洲国家,1995
排名第135,蒙古,￥141.71647亿元,亚洲国家,1995
排名第136,乍得,￥136.62236亿元,非洲国家,1995
排名第137,吉尔吉斯斯坦,￥124.68043亿元,亚洲国家,1995
排名第138,多哥,￥120.75546亿元,非洲国家,1995
排名第139,摩尔多瓦,￥120.33791亿元,欧洲国家,1995
排名第140,毛里塔尼亚,￥118.16665亿元,非洲国家,1995
排名第141,亚美尼亚,￥107.47737亿元,亚洲国家,1995
排名第142,塞拉利昂,￥106.30823亿元,非洲国家,1995
排名第143,卢旺达,￥103.46889亿元,非洲国家,1995
排名第144,中非,￥93.28067亿元,非洲国家,1995
排名第145,莱索托,￥88.5206亿元,非洲国家,1995
排名第146,布隆迪,￥83.51亿元,非洲国家,1995
排名第147,圭亚那,￥82.92543亿元,美洲国家,1995
排名第148,苏里南,￥77.41377亿元,美洲国家,1995
排名第149,圣卢西亚,￥54.53203亿元,美洲国家,1995
排名第150,厄立特里亚,￥52.11024亿元,非洲国家,1995
排名第151,伯利兹,￥51.7762亿元,美洲国家,1995
排名第152,安提瓜和巴布达,￥48.18527亿元,美洲国家,1995
排名第153,塔吉克斯坦,￥47.51719亿元,亚洲国家,1995
排名第154,冈比亚,￥45.67997亿元,,1995
排名第155,佛得角,￥44.76136亿元,非洲国家,1995
排名第156,塞舌尔,￥42.42308亿元,非洲国家,1995
排名第157,吉布提,￥41.58798亿元,非洲国家,1995
排名第158,马尔代夫,￥38.91566亿元,亚洲国家,1995
排名第159,几内亚比绍,￥38.4146亿元,非洲国家,1995
排名第160,所罗门群岛,￥35.82579亿元,大洋州国家,1995
排名第161,格林纳达,￥28.56042亿元,美洲国家,1995
排名第162,圣文森特和格林纳丁斯,￥26.38916亿元,美洲国家,1995
排名第163,不丹,￥24.71896亿元,亚洲国家,1995
排名第164,圣基茨和尼维斯,￥24.46843亿元,美洲国家,1995
排名第165,多米尼克,￥22.96525亿元,美洲国家,1995
排名第166,瓦努阿图,￥20.79399亿元,大洋州国家,1995
排名第167,西萨摩亚,￥19.70836亿元,大洋州国家,1995
排名第168,科摩罗,￥19.37432亿元,非洲国家,1995
排名第169,密克罗尼西亚,￥18.53922亿元,大洋州国家,1995
排名第170,汤加,￥17.78763亿元,大洋州国家,1995
排名第171,赤道几内亚,￥14.11319亿元,非洲国家,1995
排名第172,圣多美和普林西比Sao,￥8.68504亿元,,1995
排名第173,基里巴斯,￥4.67656亿元,大洋州国家,1995
排名第174,波斯尼亚和黑塞哥维那,￥0亿元,,1995
排名第175,伊拉克,￥0亿元,亚洲国家,1995
排名第176,阿富汗,￥0亿元,亚洲国家,1995
排名第177,瑙鲁,￥0亿元,大洋州国家,1995
排名第178,利比里亚,￥0亿元,非洲国家,1995
排名第179,马绍尔群岛,￥0亿元,大洋州国家,1995
排名第180,缅甸,￥0亿元,亚洲国家,1995
排名第181,贝劳,￥0亿元,,1995
排名第182,圣马力诺,￥0亿元,欧洲国家,1995
排名第183,索马里,￥0亿元,非洲国家,1995
排名第184,图瓦卢,￥0亿元,大洋州国家,1995
排名第185,中国澳门,￥0亿元,亚洲,1995
排名第1,美国,￥673448.9652亿元,美洲国家,1996
排名第2,日本,￥401900.4228亿元,亚洲国家,1996
排名第3,德国,￥208238.2638亿元,欧洲国家,1996
排名第4,法国,￥134246.9894亿元,欧洲国家,1996
排名第5,英国,￥115937.0672亿元,欧洲国家,1996
排名第6,意大利,￥108856.8648亿元,欧洲国家,1996
排名第7,中国,￥72101.00336亿元,亚洲国家,1996
排名第8,巴西,￥70735.512亿元,美洲国家,1996
排名第9,西班牙,￥53084.89亿元,欧洲国家,1996
排名第10,加拿大,￥52259.22666亿元,美洲国家,1996
排名第11,韩国,￥49722.95782亿元,亚洲国家,1996
排名第12,荷兰,￥37067.5533亿元,欧洲国家,1996
排名第13,澳大利亚,￥35383.38632亿元,大洋州国家,1996
排名第14,俄罗斯,￥34999.11324亿元,欧洲国家,1996
排名第15,印度,￥33238.62374亿元,亚洲国家,1996
排名第16,墨西哥,￥32853.6024亿元,美洲国家,1996
排名第17,瑞士,￥27459.22978亿元,欧洲国家,1996
排名第18,阿根廷,￥24536.2768亿元,美洲国家,1996
排名第19,中国台湾,￥24333.49834亿元,亚洲,1996
排名第20,瑞典,￥23955.46076亿元,欧洲国家,1996
排名第21,比利时,￥23401.24952亿元,欧洲国家,1996
排名第22,印度尼西亚,￥22840.38708亿元,亚洲国家,1996
排名第23,土耳其,￥20806.86582亿元,亚洲国家,1996
排名第24,奥地利,￥19689.87992亿元,欧洲国家,1996
排名第25,丹麦,￥15600.72216亿元,欧洲国家,1996
排名第26,泰国,￥15217.5299亿元,亚洲国家,1996
排名第27,尼日利亚,￥14357.11404亿元,非洲国家,1996
排名第28,挪威,￥13595.0528亿元,欧洲国家,1996
排名第29,中国香港,￥13279.03766亿元,亚洲,1996
排名第30,沙特阿拉伯,￥13173.61614亿元,亚洲国家,1996
排名第31,伊朗,￥13126.89146亿元,亚洲国家,1996
排名第32,波兰,￥13026.70776亿元,欧洲国家,1996
排名第33,南非,￥12279.86114亿元,非洲国家,1996
排名第34,希腊,￥12128.0475亿元,欧洲国家,1996
排名第35,芬兰,￥10987.3667亿元,欧洲国家,1996
排名第36,葡萄牙,￥10197.86926亿元,欧洲国家,1996
排名第37,哥伦比亚,￥9713.91132亿元,美洲国家,1996
排名第38,以色列,￥9141.99126亿元,亚洲国家,1996
排名第39,马来西亚,￥9004.062亿元,亚洲国家,1996
排名第40,新加坡,￥8014.94542亿元,亚洲国家,1996
排名第41,菲律宾,￥7631.58688亿元,亚洲国家,1996
排名第42,巴基斯坦,￥6898.04266亿元,亚洲国家,1996
排名第43,智利,￥6487.16478亿元,美洲国家,1996
排名第44,爱尔兰,￥6305.67016亿元,欧洲国家,1996
排名第45,埃及,￥5912.41796亿元,非洲国家,1996
排名第46,阿闻酋,￥5902.19174亿元,亚洲国家,1996
排名第47,委内瑞拉,￥5864.36304亿元,美洲国家,1996
排名第48,新西兰,￥5742.0641亿元,大洋州国家,1996
排名第49,捷克,￥5571.04512亿元,欧洲国家,1996
排名第50,秘鲁,￥4497.0426亿元,美洲国家,1996
排名第51,孟加拉国,￥4004.68752亿元,亚洲国家,1996
排名第52,阿尔及利亚,￥3902.67474亿元,非洲国家,1996
排名第53,匈牙利,￥3869.16932亿元,欧洲国家,1996
排名第54,乌克兰,￥3831.34062亿元,欧洲国家,1996
排名第55,波多黎各,￥3769.65074亿元,美洲,1996
排名第56,摩洛哥,￥3588.48868亿元,非洲国家,1996
排名第57,利比亚,￥2966.68462亿元,非洲国家,1996
排名第58,科威特,￥2618.24488亿元,亚洲国家,1996
排名第59,越南,￥2052.89288亿元,亚洲国家,1996
排名第60,厄瓜多尔,￥1998.2699亿元,美洲国家,1996
排名第61,克罗地亚,￥1962.18714亿元,欧洲国家,1996
排名第62,乌拉圭,￥1883.70298亿元,美洲国家,1996
排名第63,斯洛伐克,￥1794.07806亿元,欧洲国家,1996
排名第64,斯洛文尼亚,￥1786.92802亿元,欧洲国家,1996
排名第65,突尼斯,￥1769.46862亿元,非洲国家,1996
排名第66,哈萨克斯坦,￥1737.04402亿元,亚洲国家,1996
排名第67,卢森堡,￥1708.44386亿元,欧洲国家,1996
排名第68,多米尼加共和国,￥1516.63988亿元,,1996
排名第69,叙利亚,￥1476.64954亿元,亚洲国家,1996
排名第70,斯里兰卡,￥1334.48014亿元,亚洲国家,1996
排名第71,阿曼,￥1270.12978亿元,亚洲国家,1996
排名第72,危地马拉,￥1182.08452亿元,美洲国家,1996
排名第73,白俄罗斯,￥1160.05242亿元,欧洲国家,1996
排名第74,乌兹别克斯坦,￥1157.47508亿元,亚洲国家,1996
排名第75,肯尼亚,￥1127.7941亿元,非洲国家,1996
排名第76,黎巴嫩,￥1080.57058亿元,亚洲国家,1996
排名第77,科特迪瓦,￥1009.23646亿元,非洲国家,1996
排名第78,加纳,￥939.31572亿元,非洲国家,1996
排名第79,萨尔瓦多,￥857.67224亿元,美洲国家,1996
排名第80,塞浦路斯,￥832.73024亿元,亚洲国家,1996
排名第81,巴拿马,￥821.50634亿元,美洲国家,1996
排名第82,巴拉圭,￥813.77432亿元,美洲国家,1996
排名第83,喀麦隆,￥809.11848亿元,非洲国家,1996
排名第84,保加利亚,￥789.08174亿元,欧洲国家,1996
排名第85,苏丹,￥758.2368亿元,非洲国家,1996
排名第86,卡塔尔,￥753.16526亿元,亚洲国家,1996
排名第87,埃塞俄比亚,￥733.79364亿元,非洲国家,1996
排名第88,津巴布韦,￥728.14012亿元,非洲国家,1996
排名第89,立陶宛,￥697.1289亿元,欧洲国家,1996
排名第90,巴布亚新几内亚,￥643.5036亿元,大洋州国家,1996
排名第91,冰岛,￥625.2128亿元,欧洲国家,1996
排名第92,玻利维亚,￥613.1575亿元,美洲国家,1996
排名第93,巴林,￥586.71898亿元,亚洲国家,1996
排名第94,牙买加,￥585.80444亿元,美洲国家,1996
排名第95,约旦,￥575.99392亿元,亚洲国家,1996
排名第96,安哥拉,￥543.3199亿元,非洲国家,1996
排名第97,也门,￥540.07744亿元,亚洲国家,1996
排名第98,加蓬,￥504.16096亿元,非洲国家,1996
排名第99,拉脱维亚,￥496.3458亿元,欧洲国家,1996
排名第100,乌干达,￥494.18416亿元,非洲国家,1996
排名第101,特立尼达和多巴哥,￥478.8864亿元,美洲国家,1996
排名第102,文莱,￥472.15206亿元,亚洲国家,1996
排名第103,几内亚,￥441.97224亿元,非洲国家,1996
排名第104,坦桑尼亚,￥441.55654亿元,非洲国家,1996
排名第105,洪都拉斯,￥433.74138亿元,美洲国家,1996
排名第106,塞内加尔,￥421.18724亿元,非洲国家,1996
排名第107,博茨瓦纳,￥405.80634亿元,非洲国家,1996
排名第108,尼泊尔,￥404.14354亿元,亚洲国家,1996
排名第109,爱沙尼亚,￥394.4993亿元,欧洲国家,1996
排名第110,巴哈马,￥387.51554亿元,美洲国家,1996
排名第111,马斯顿,￥385.93588亿元,欧洲,1996
排名第112,毛里求斯,￥360.57818亿元,非洲国家,1996
排名第113,尼加拉瓜,￥358.16712亿元,美洲国家,1996
排名第114,马达加斯加,￥332.1443亿元,非洲国家,1996
排名第115,马拉维,￥328.90184亿元,非洲国家,1996
排名第116,老挝,￥309.77964亿元,亚洲国家,1996
排名第117,赞比亚,￥299.22086亿元,非洲国家,1996
排名第118,波斯尼亚和黑塞哥维那,￥297.97376亿元,,1996
排名第119,柬埔寨,￥291.57198亿元,亚洲国家,1996
排名第120,纳米比亚,￥290.49116亿元,非洲国家,1996
排名第121,莫桑比克,￥288.32952亿元,非洲国家,1996
排名第122,马耳他,￥285.41962亿元,欧洲国家,1996
排名第123,马里,￥284.00624亿元,非洲国家,1996
排名第124,阿尔巴尼亚,￥266.048亿元,欧洲国家,1996
排名第125,阿塞拜疆,￥264.13578亿元,亚洲国家,1996
排名第126,格鲁吉亚,￥254.65782亿元,亚洲国家,1996
排名第127,海地,￥241.77112亿元,美洲国家,1996
排名第128,布基纳法索,￥215.08318亿元,非洲国家,1996
排名第129,刚果,￥211.1756亿元,非洲国家,1996
排名第130,巴巴多斯,￥201.6145亿元,美洲国家,1996
排名第131,土库曼斯坦,￥197.79006亿元,亚洲国家,1996
排名第132,贝宁,￥196.29354亿元,非洲国家,1996
排名第133,斐济,￥177.00506亿元,大洋州国家,1996
排名第134,尼日尔,￥156.3032亿元,非洲国家,1996
排名第135,斯威士兰,￥154.47412亿元,非洲国家,1996
排名第136,吉尔吉斯斯坦,￥151.48108亿元,亚洲国家,1996
排名第137,乍得,￥151.23166亿元,非洲国家,1996
排名第138,摩尔多瓦,￥140.83916亿元,欧洲国家,1996
排名第139,亚美尼亚,￥132.77458亿元,亚洲国家,1996
排名第140,多哥,￥131.44434亿元,非洲国家,1996
排名第141,蒙古,￥130.77922亿元,亚洲国家,1996
排名第142,毛里塔尼亚,￥119.97102亿元,非洲国家,1996
排名第143,塞拉利昂,￥114.23436亿元,非洲国家,1996
排名第144,卢旺达,￥111.65702亿元,非洲国家,1996
排名第145,苏里南,￥95.86042亿元,美洲国家,1996
排名第146,圭亚那,￥92.78424亿元,美洲国家,1996
排名第147,塔吉克斯坦,￥87.46328亿元,亚洲国家,1996
排名第148,莱索托,￥83.47256亿元,非洲国家,1996
排名第149,中非,￥83.14亿元,非洲国家,1996
排名第150,布隆迪,￥72.16552亿元,非洲国家,1996
排名第151,厄立特里亚,￥62.27186亿元,非洲国家,1996
排名第152,圣卢西亚,￥56.1195亿元,美洲国家,1996
排名第153,伯利兹,￥53.29274亿元,美洲国家,1996
排名第154,安提瓜和巴布达,￥52.71076亿元,美洲国家,1996
排名第155,冈比亚,￥47.47294亿元,,1996
排名第156,佛得角,￥45.97642亿元,非洲国家,1996
